company_name,address,midc_area,industry_label,business_type,latitude,longitude,phone,website,rating,total_reviews
Chintamani Bhel,"Plot No P46, Vishwakarma Society, 2, Jalochi Rd, opposite Piaggio Vehicles Pvt Ltd, Vidyanagari, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Food Processing,Manufacturer,18.1767226,74.6103993,080821 83438,,4.1,211
CloudRegex Infotech Pvt Ltd,"Abhimanyu Corner, SR Icon, Vidya Nagari, Baramati, Maharashtra 413133, India",Baramati,Electronics Manufacturing,Manufacturer,18.1795779,74.6136384,089999 51727,https://cloudregex.com/,4.9,24
Coretech Computer Institute,"Shop No. 13, Patil Plaza, Corner, Jalochi Rd, near Dynamix Colony, Suryanagari, Baramati, Maharashtra 413133, India",Baramati,Electronics Manufacturing,Manufacturer,18.1730411,74.6070374,090110 84811,http://www.vssoftwarelab.com/,4.5,230
Coromandel Godown,"5JW4+3WR, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Logistics & Warehousing,Manufacturer,18.1952399,74.6073408,,,5,1
Cotton King Manufacturing And Factory outlet,"Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.1966986,74.6145781,,,4.2,642
Crazy Rolls Cafe & Snacks,"P-34 Arjun pride hotel bank of Maharashtra Pune bhigwan road, Baramati Midc, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Food Processing,Manufacturer,18.1824181,74.6088677,,,4.5,27
Croma - Baramati,"Ground Floor, GG Prime Square, Baramati Bhigwan Road, Shiva Nagar, Baramati, Maharashtra 413102, India",Baramati,Electronics Manufacturing,Manufacturer,18.1626071,74.5908733,089769 11836,https://store.croma.com/croma-baramati-electronics-retail-and-repair-shop-baramati-bhigwan-road-baramati-263563/Home,4.8,8271
CROZOM POWERTECH,"Bhigwan Rd, near urja bhawan, Sahyog Society, Baramati, Maharashtra 413102, India",Baramati,Electronics Manufacturing,Manufacturer,18.166924,74.5921641,090214 88593,,,
"Curiosity Automation - Best for Software, Website and Android App Development and Digital Marketing Company Baramati Pune","4th Floor, Vidya Corner Super Market, Ghadage Academy, Pencil Chowk, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Electronics Manufacturing,Manufacturer,18.1786311,74.6078578,088061 00505,http://curiosity.org.in/,5,1
CURIOSITY AUTOMATION (OPC) PRIVATE LIMITED,"Shrikant Sanjay Ghadage Sindhukrupa Bungalow, near Ganesh Mandir A/p Sansar, Baramati, Maharashtra 413104, India",Baramati,General Manufacturing,Manufacturer,18.1134858,74.7027926,088061 00505,https://curiosity.org.in/,2,1
Cybexonics IT Consultants,"Pencil Chowk, Baramati, Maharashtra 413133, India",Baramati,Electronics Manufacturing,Manufacturer,18.1775893,74.6071552,096049 02393,http://www.cybexonics.com/,5,2
D.P.ENGINEERS,"G-316, Baramati Midc, Maharashtra Industrial Development Corporation Area, Baramati, Katphal, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.2278225,74.6036945,,,5,2
Daksh Enterprises,"Gavasane Square, Kanchannagar, Shiva Nagar, Baramati, Maharashtra 413102, India",Baramati,General Manufacturing,Manufacturer,18.1682095,74.5964277,088884 56788,https://havells.com/,,
Darja biryani house,"vidya cornar complax, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Food Processing,Manufacturer,18.1786922,74.608043,095278 59103,,4.2,81
Date Milk & Food Products,"besides Morpant Smarak, Date Milk And Food Products, Siddheshwar Galli, near SIDDHESHWAR TEMPLE, Baramati, Maharashtra 413102, India",Baramati,Food Processing,Manufacturer,18.14629,74.5711694,,,4.9,10
Deccan Mechanical & Chemical Ind. Pvt. Ltd.,"Plot No. F-20, MIDC, Near Real Dairy Industries Pvt. Ltd., Baramati, Dist - Pune., Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.224384,74.603947,02112 243 835,http://www.demechindia.com/,5,1
Delta Elevators & Erectors,"52, Baramati Bhigwan Road, Shri Ram Nagar, Shivdatta Apartment, Ashok Nagar Colony, Baramati, Maharashtra 413102, India",Baramati,Automobile Manufacturing,Manufacturer,18.1618812,74.5953595,,,4.9,70
DELTA ENGINEERING,"W22, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.1824589,74.6041947,094220 15840,http://www.orificenozzleventuri.com/,5,4
Demech Chemical Products Pvt Ltd,"Plot No. D51, Maharashtra Industrial Development Corporation Area, Baramati, 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.204092,74.6078344,082402 81662,https://www.demechchemical.com/,4,1
DESIRE AGRO INDUSTRIES,"6HHX+7R8, Maharashtra Industrial Development Corporation Area, Katphal, Gojubavi, Maharashtra 413133, India",Baramati,Logistics & Warehousing,Manufacturer,18.2281678,74.5995743,,,,
Devade Motors Baramati (????? ?????? ???????) Car Bazar,"zayka hotel, Baramati Indapur Road, canol, near Baramati, motibag badhalwadi, Maharashtra 413102, India",Baramati,Automobile Manufacturing,Manufacturer,18.1416942,74.5997804,095528 09409,https://www.facebook.com/groups/1188237008218829/,4,25
Dhara Milking Machine Company,"opposite to Surya Hotel, near Dynamix Dairy, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.1891243,74.6158665,,,4.3,6
Dhumal Coating Patra Company,"Nira-Baramati Road, Malegaon - Karhavagaj Rd, Baramati, Maharashtra 413115, India",Baramati,General Manufacturing,Manufacturer,18.136533,74.4918094,,,5,3
DIKSHA GLASS & ALUMINIUM WORKS,"DIKSHA GLASS AND ALUMINIUM WORKS, Bhigwan Rd, near Yes Bank, Sahyog Society, Baramati, Maharashtra 413102, India",Baramati,General Manufacturing,Manufacturer,18.162473,74.5885708,083905 15955,,4.6,17
Dip Dharm Sarees,"Nevse Rd, Vivekanand Nagar, Baramati, Maharashtra 413102, India",Baramati,General Manufacturing,Manufacturer,18.1488211,74.5723807,098508 30598,http://www.dipdharmsarees.com/,4.6,18
Disha Computer Institute Baramati,"2nd Floor, Muttha Building, Canal Rd, near Sakalp Stationary Nira, Baramati, Maharashtra 413102, India",Baramati,IT Services,Manufacturer,18.1508186,74.5782229,077209 61234,http://www.dishagroup.in/,4.9,809
Divya Engineering,"Plot E223, Maharashtra Industrial Development Corporation Area, Baramati, 413133, India",Baramati,General Manufacturing,Manufacturer,18.2084634,74.6090508,,,,
DIVYARATNA INDUSTRIES PRIVATE LIMITED,"E Block 118/119, near piaggio vehicles ltd, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Automobile Manufacturing,Manufacturer,18.2073488,74.6105002,,http://www.waferskart.com/,5,1
Dorsogna Sweet Ingredients Pvt Ltd,"5JV5+J23, Unnamed Road, Bayaji Nagar, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,IT Services,Manufacturer,18.1940034,74.6075469,,,4.7,16
Dream Plast India Pvt Ltd,"F17 Katphal, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Plastic Manufacturing,Manufacturer,18.204092,74.6078344,02112 662 000,https://www.dreamplast.com/,3.3,6
Dream Plast India Pvt Ltd (DP5),"F/17-1, Village- Katphal,, MIDC, Baramati, behind Ferrero India Ltd, Pune, Maharashtra 413133, India",Baramati,Plastic Manufacturing,Manufacturer,18.220531,74.6057008,,http://www.plasticlegno.com/,4.1,11
Duck Infotech,"Kashivishweshor Mandir, Road, Kasba, Baramati, Maharashtra 413102, India",Baramati,IT Services,Manufacturer,18.1457955,74.5687559,090225 82481,http://duckinfo.rf.gd/,5,6
Eco Solar Solutions,"4th Floor, Office no 44, KK Market, Dhankawadi, Pune, Maharashtra 411043, India",Baramati,Renewable Energy,Manufacturer,18.4698207,73.8600574,091194 95908,https://ecosolarindia.in/,4.9,193
Eicher Tractors Dealerships - Gholap Autolines,"Maharashtra State Highway 221, 30, Ganesh market, Samarth Nagar, Baramati, Maharashtra 413102, India",Baramati,Automobile Manufacturing,Manufacturer,18.1451373,74.5955371,080 4013 8113,https://dealers.eichertractors.in/eicher-tractors-gholap-autolines-in-maharashtra-baramati-samarth-nagar-75233/Home?utm_source=gmbeicher&utm_medium=googlewebsite,4.6,10
Ekart Logistics Baramati,"5JJ5+WM3, Baramati, Maharashtra 413133, India",Baramati,Logistics & Warehousing,Manufacturer,18.182261,74.6091589,,,2.9,159
Elastonex Rubber Products,"G - 347, Piaggio Vespa Road, Maharashtra Industrial Development Corporation Area, Baramati, Katphal, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.2279637,74.6051096,,,,
Electrical house wiring and colour Painter,"5JM6+P2C, Vithai building wadkar colani, Tandulwadi Rd, Baramati, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.1843217,74.6100034,,,5,1
ELight plant,"5H8W+CX8, Kanchannagar, Shiva Nagar, Baramati, Maharashtra 413102, India",Baramati,Logistics & Warehousing,Manufacturer,18.1660363,74.5974442,,,,
Emu Sports Baramati,"5H6J+3F2, Vivekanand Nagar, Baramati, Maharashtra 413102, India",Baramati,General Manufacturing,Manufacturer,18.1601875,74.5811875,091376 51434,http://emusports.in/,5,2
Enforce Engineering Solutions (P) Ltd.,"C-96, near Dynamix Dairy, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.193609,74.6098625,094238 63655,,4.5,6
Enicar Pharmaceuticals Pvt Ltd,"J-214/215/216, M.I.D.C. Tarapur, Boisar, Maharashtra 401506, India",Baramati,Pharmaceutical Manufacturing,Manufacturer,19.7899873,72.7544655,02525 661 095,https://www.enicarpharma.com/,4.3,16
Executive Online,"Office No 108, City Inn Chowk, Dhale Sangvi Icon, Baramati Bhigwan Road, Vishwakarma Society, Baramati, Maharashtra 413133, India",Baramati,IT Services,Manufacturer,18.1757987,74.604807,094057 32214,https://www.executiveonline.in/,4.9,31
Extreme Build-Tech Systems,"Plot No G-9 MIDC Baramati Tal, Dist, Baramati, Pune, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.2317123,74.5969793,,http://www.extremeempires.com/,5,53
FAMOUS MOTOR GAREJ,"Piaggio company, near Suyash automobile, near PUNE, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Automobile Manufacturing,Manufacturer,18.2056904,74.6056617,089990 12975,https://famousmotars.blogspot.com/,,
FARMER’S BEST,"Rushitek (Madane wasti, Tal, Pimpali, Baramati, Maharashtra 413102, India",Baramati,Food Processing,Manufacturer,18.144102,74.6258745,093703 64643,,5,8
Feelsofts,"Mahalaximi Complex, Hall No-4, Bhigwan Road, Baramati, Maharashtra 413102, India",Baramati,Electronics Manufacturing,Manufacturer,18.1640575,74.5884622,02112 225 227,http://www.feelsofts.com,4.8,38
Ferrero Bharat Pvt. Ltd.,"Plot No. F-13, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.2179757,74.6012834,02112 662 100,https://www.ferreroindia.com/,4.4,817
Flares- Solar PV Systems,"Anand Industrial Corporation, Plot No - P3, Gajanan Colony, MIDC, Ahilyanagar, Maharashtra 414111, India",Baramati,Renewable Energy,Manufacturer,19.1543941,74.6987453,083710 02000,https://flaressolar.com/,4.8,43
Fox Automation,"Shop No1, Morya Bulding, 2, Rui Rd, Maharashtra Industrial Development Corporation Area, Vidya Nagari, Baramati, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.1824295,74.6160449,,,4.5,6
FREEZE DRIED CAFUNE FOODS,"G82, Maharashtra Industrial Development Corporation Area, Baramati, Gojubavi, Maharashtra 413133, India",Baramati,Food Processing,Manufacturer,18.2319248,74.5999501,090224 98067,http://www.cafunefoods.com/,5,24
Fusion Infinity Solutions,"Shop No.309, 4th floor, Pencil Square, Bhigwan Rd, Opposite to V.P.College Near Bharne moters Baramati, 413133, Baramati, Maharashtra 413133, India",Baramati,Electronics Manufacturing,Manufacturer,18.182469,74.6098444,078750 54345,http://fusiongroupofindustries.com/index.php,4.8,108
G K ELECTRICALS AND COMPANY,"D-24, AIRPORT RD, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.1905627,74.6026186,,,,
Gajanan Agro feeds Pvt. Ltd,"6J25+XHP, Unnamed Road, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Food Processing,Manufacturer,18.2024686,74.6089653,,,3.4,14
Gblue Technology Pvt. Ltd,"G-120, Maharashtra Industrial Development Corporation Area, Baramati, Gojubavi, Maharashtra 413133, India",Baramati,Automobile Manufacturing,Manufacturer,18.2323748,74.6007026,094038 92430,https://www.gbluetechnology.com/,,
Genelec batteries,"Samarth Nagar, Baramati, Maharashtra 413102, India",Baramati,Automobile Manufacturing,Manufacturer,18.1484235,74.5757552,094235 79313,,4.7,13
Genericart Medicine Store | Baramati Swast Aushadhi Seva | Pune,"Gat No 16/1, Harikrupa Nagar, Plot No 11, Gr Flr, PBK Heights, near Devkate Hospital, Baramati, Pune, Maharashtra 413102, India",Baramati,Pharmaceutical Manufacturing,Manufacturer,18.146118,74.5821752,077096 35508,https://franchise.genericartmedicine.com/genericart-medicine-store-baramati-generic-medical-store-pharmacy-baramati-baramati-409790,4.8,20
Genericart Medicine Store | Yashodeep Swast Aushadhi Seva | Pune,"Shree Ram Udyog Bhavan, Baramati Bhigwan Road, near Old Yamaha Showroom, Sahyog Society, Pune, Baramati, Maharashtra 413102, India",Baramati,Pharmaceutical Manufacturing,Manufacturer,18.1639844,74.5904078,073505 40319,https://franchise.genericartmedicine.com/genericart-medicine-store-yashodeep-swast-aushadhi-seva-pharmacy-baramati-baramati-312380,5,4
Genius Technical Services,"Industrial development Corporation, Plot number E-137&138, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.2086023,74.6112349,,,4.9,16
GILS PVT LTD,"Office No.16, Baramati Bhigwan Road, Anand Nagar Colony, Baramati, Maharashtra 413102, India",Baramati,Logistics & Warehousing,Manufacturer,18.1578714,74.5836957,070281 62589,https://www.gilspvtltd.com/,4.2,21
GIMATEX INDUSTRIES PVT LTD,"HR2J+MRW Ram mandir ward, Dag Borkhedi, Hinganghat, Maharashtra 442301, India",Baramati,General Manufacturing,Manufacturer,20.5511745,78.8319264,080 4764 3407,https://www.gimatex.in/,4.3,180
Girish Polychem Industries,"E-88 MIDC,, Baramati, Maharashtra 413133, India",Baramati,Pharmaceutical Manufacturing,Manufacturer,18.2029103,74.6113617,02112 243 189,,4.1,7
GK AGRITECH MANUFACTURING PLANT,"D/40, near RTO Office, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.1854211,74.6019889,098507 08919,,5,11
"Godrej Agrovet Ltd., Baramati","Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,IT Services,Manufacturer,18.1816863,74.6073885,,,4.1,27
Gopala Kraft Pack Pvt.Ltd.,"6HHW+WXM, Maharashtra Industrial Development Corporation Area, Baramati, Gojubavi, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.2297703,74.5974376,02112 243 701,,3.7,3
Gorura Agro Industries Pvt Ltd,"Plot No. G-36 Midc Baramati, Baramati, Maharashtra 413133, India",Baramati,Chemical Processing,Manufacturer,18.1823999,74.6096912,,,5,5
Gourav Engineers,"W-32/33, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.1836027,74.6036191,02112 244 371,https://www.gouravgroup.com/gourav-engineers.php,4.5,37
GOURAV INDUSTRIES BUILDING SYSTEMS PRIVATE LIMITED,"Plot No F 10 11 MIDC Baramati, Dist, Pune, Maharashtra 413133, India",Baramati,IT Services,Manufacturer,18.1791791,74.6077971,,http://www.gouravgroup.com/,2,1
Gourav Industries Building Systems Pvt Ltd,"Tushar No. 416/13, Raghuvir Society, Near Shiv Shankar, Sabhagraha, Mukund Nagar, Mukund Nagar Raghuvir Society Pune, Maharashtra Industrial Development Corporation Area, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.1929022,74.6112557,083904 56000,https://www.gouravgroup.com/,5,4
Green Surface Coating India Pvt Ltd,"R-18,MIDC,Baramati., near Vidya Pratishthan, Baramati, Maharashtra 413133, India",Baramati,Chemical Processing,Manufacturer,18.177326,74.608714,070200 04174,https://www.greensurface.in/,5,7
Green World Agrotech,"Gat No.105, Choudharwadi, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Food Processing,Manufacturer,18.2056888,74.6113472,097673 39909,,4.7,42
Greenfield Agrichem Industries Pvt. Ltd,"Plot No. 1969/03, Taradgaon, Phaltan, Maharashtra 415528, India",Baramati,Chemical Processing,Manufacturer,18.0323916,74.2666378,,http://www.greenfieldgroup.co.in/,4.1,14
Grind Tech Systems-Internal/Surface/Cylindrical Grinding Machine Manufacturers/Exporters In Pune|MH,"Gat No.-554, Mahindra Gate, Near, No.-8, Chakan, Khed, Nighoje, Pune, Maharashtra 410501, India",Baramati,Mechanical Engineering,Manufacturer,18.710702,73.8051435,099220 84515,https://www.grindtechindia.com/,5,5
GTN Baramati,"d49, Maharashtra Industrial Development Corporation Area, Baramati, Maharashtra 413133, India",Baramati,Mechanical Engineering,Manufacturer,18.204092,74.6078344,084119 59726,,3.7,19
Gugale Electricals & Hardware,"PLOT A2/3 BARAMATI SAHKARI AUDYOGIK VASAT, Baramati, Maharashtra 413102, India",Baramati,Electronics Manufacturing,Manufacturer,18.1662758,74.594734,098223 13438,,4.6,18
Gunina Consultancy Services,"BSNL Office, Plot PAP 3/28, behind MIDC, Maharashtra Industrial Development Corporation Area, Baramati, 413133, India",Baramati,IT Services,Manufacturer,18.1825444,74.6036914,,,5,1
H. T. Electrical Work,"5JH4+Q3C, Baramati Midc, Pune, Baramati, Maharashtra 413133, India",Baramati,General Manufacturing,Manufacturer,18.1794417,74.605125,098237 02691,,,
H.M.TRADERS (BARAMATI),"Shree Amey, Shop No.1, Behind Samayak Lifestyle,, Bhigwan Rd, Baramati, Maharashtra 413102, India",Baramati,General Manufacturing,Manufacturer,18.1610662,74.5860004,094220 20113,http://www.hmtraders.co.in/,4.7,10
